Company(Maker-if known), Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Valrhona,Tainori,327.0,2009.0,64%,France,3.75,,Dominican Republic
Valrhona,Alpaco,370.0,2009.0,66%,France,3.75,,Ecuador
Valrhona,Nyangbo,395.0,2009.0,68%,France,3.5,Forastero,Ghana
Valrhona,Araguani,117.0,2007.0,72%,France,3.0,Blend,"Venezuela, Carribean"
Valrhona,Chuao 2002 P.,129.0,2007.0,65%,France,3.75,Trinitario,Venezuela
Valrhona,Manjari,129.0,2007.0,64%,France,4.0,"Criollo, Trinitario",Madagascar
Valrhona,Le Noir Extra Amer,147.0,2007.0,85%,France,1.5,,
Valrhona,Abinao,153.0,2007.0,85%,France,2.5,Forastero,West Africa
Valrhona,Le Noir Amer,157.0,2007.0,71%,France,2.75,Forastero,West Africa
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",162.0,2007.0,64%,France,3.25,Criollo (Porcelana),Venezuela
Valrhona,Caraibe,63.0,2006.0,66%,France,3.0,Trinitario,Carribean
Valrhona,Guanaja,63.0,2006.0,70%,France,4.0,"Criollo, Trinitario",South America
Valrhona,Gran Couva 2005 P.,75.0,2006.0,64%,France,2.5,Trinitario,Trinidad
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",75.0,2006.0,64%,France,3.0,Criollo (Porcelana),Venezuela
Valrhona,"Sambirano, Ampamakia 2005, Millot P.",75.0,2006.0,64%,France,3.5,Trinitario,Madagascar
Vanleer (Barry Callebaut),Manhattan,963.0,2012.0,72%,U.S.A.,2.5,Forastero,Ghana
Vanleer (Barry Callebaut),Napa,963.0,2012.0,65%,U.S.A.,2.75,Forastero,Ghana
Vao Vao (Chocolaterie Robert),Madagascar,404.0,2009.0,72%,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404.0,2009.0,76%,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404.0,2009.0,80%,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404.0,2009.0,70%,Madagascar,3.0,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,404.0,2009.0,68%,Madagascar,3.0,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404.0,2009.0,64%,Madagascar,3.25,Trinitario,Madagascar
Vicuna,Palos Blancos,1470.0,2015.0,70%,U.S.A.,3.25,,Bolivia
Vicuna,Palos Blancos + nibs,1470.0,2015.0,70%,U.S.A.,3.25,,Bolivia
Videri,Dominican Republic,1211.0,2014.0,90%,U.S.A.,3.25,,Dominican Republic
Videri,Trinidad,1211.0,2014.0,75%,U.S.A.,3.5,Trinitario,Trinidad
Videri,Mindo,1227.0,2014.0,75%,U.S.A.,3.5,,Ecuador
Videri,Dark,1117.0,2013.0,90%,U.S.A.,3.75,,Central and S. America
Videri,Classic,991.0,2012.0,70%,U.S.A.,3.25,,Central and S. America
Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",951.0,2012.0,70%,France,3.5,Trinitario,Vietnam
Vintage Plantations,San Martin,1205.0,2014.0,75%,U.S.A.,3.0,,Peru
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153.0,2007.0,100%,U.S.A.,2.0,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153.0,2007.0,90%,U.S.A.,2.0,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153.0,2007.0,75%,U.S.A.,3.0,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",153.0,2007.0,65%,U.S.A.,3.0,Forastero (Arriba),Ecuador
Violet Sky,Sambirano Valley,1458.0,2015.0,77%,U.S.A.,2.75,Trinitario,Madagascar
Violet Sky,Moho River Valley,1458.0,2015.0,77%,U.S.A.,3.0,"Criollo, Trinitario",Belize
Violet Sky,Cuyagua,1458.0,2015.0,77%,U.S.A.,3.0,Criollo,Venezuela
Violet Sky,Peru,1458.0,2015.0,77%,U.S.A.,3.25,"Criollo, Trinitario",Peru
Violet Sky,Cahabon,1502.0,2015.0,77%,U.S.A.,2.75,Trinitario,Guatemala
Vivra,Peru,1720.0,2016.0,70%,U.S.A.,2.5,,Peru
Vivra,Ocumare,1720.0,2016.0,70%,U.S.A.,2.5,,Venezuela
Vivra,Dominican Republic,1724.0,2016.0,70%,U.S.A.,3.0,,Domincan Republic
Wellington Chocolate Factory,Conacado,1756.0,2016.0,70%,New Zealand,3.5,Trinitario,Dominican Republic
Wellington Chocolate Factory,"Piura Blanco, Norandino",1756.0,2016.0,70%,New Zealand,3.5,,Peru
Whittakers,Ghana,733.0,2011.0,72%,New Zealand,2.5,Forastero,Ghana
Wilkie's Organic,Amazonas,1169.0,2013.0,75%,Ireland,2.5,Criollo,Peru
Wilkie's Organic,Amazonas,1169.0,2013.0,89%,Ireland,2.75,Criollo,Peru
Wilkie's Organic,Tumbes,1169.0,2013.0,75%,Ireland,3.25,Criollo,Peru
Wilkie's Organic,Amazonas w/ nibs,1173.0,2013.0,75%,Ireland,2.75,Criollo,Peru
Willie's Cacao,Los Llanos,1848.0,2016.0,70%,U.K.,4.0,,Colombia
Willie's Cacao,Los Llanos,1227.0,2014.0,88%,U.K.,3.0,Trinitario,Colombia
Willie's Cacao,"Java, Indonesian Black",1109.0,2013.0,100%,U.K.,2.25,,Indonesia
Willie's Cacao,Sambirano,593.0,2010.0,71%,U.K.,3.0,Trinitario,Madagascar
Willie's Cacao,Hacienda Las Trincheras,593.0,2010.0,72%,U.K.,3.5,,Venezuela
Willie's Cacao,Java,593.0,2010.0,69%,U.K.,3.75,,Indonesia
Willie's Cacao,San Martin,457.0,2009.0,70%,U.K.,3.0,,Peru
Willie's Cacao,Rio Caribe,457.0,2009.0,72%,U.K.,3.25,Trinitario,Venezuela
Wm,"Guasare, Zulia Prov., 2015, batch 124",1912.0,2016.0,74%,U.S.A.,3.0,Criollo,Venezuela
Wm,"Wild Beniano, 2016, batch 128, Heirloom",1912.0,2016.0,76%,U.S.A.,3.5,,Bolivia
Wm,"Ghana, 2013, batch 129",1916.0,2016.0,75%,U.S.A.,3.75,,Ghana
Woodblock,"Maranon, Cajamarca",1243.0,2014.0,70%,U.S.A.,3.0,Forastero (Nacional),Peru
Woodblock,"Camino Verde P., Balao, Guayas",1042.0,2013.0,70%,U.S.A.,3.25,,Ecuador
Woodblock,Gran Couva,1042.0,2013.0,70%,U.S.A.,3.5,Trinitario,Trinidad
Woodblock,Ecuador,825.0,2012.0,70%,U.S.A.,2.5,,Ecuador
Woodblock,Costa Rica,825.0,2012.0,70%,U.S.A.,3.0,,Costa Rica
Woodblock,Sambirano,951.0,2012.0,70%,U.S.A.,3.25,Trinitario,Madagascar
Woodblock,Ocumare,741.0,2011.0,70%,U.S.A.,4.0,,Venezuela
Woodblock,La Red,769.0,2011.0,70%,U.S.A.,3.5,,Dominican Republic
Xocolat,Hispaniola,1057.0,2013.0,66%,Domincan Republic,3.0,,Dominican Republic
Xocolla,"Sambirano, batch 170102",1948.0,2017.0,70%,U.S.A.,2.75,,Madagascar
Xocolla,"Hispaniola, batch 170104",1948.0,2017.0,70%,U.S.A.,2.5,,Dominican Republic
Zak's,"Papua New Guinea, Batch 2",1574.0,2015.0,70%,U.S.A.,3.0,,Papua New Guinea
Zak's,"Dominican Republic, Batch D2",1578.0,2015.0,70%,U.S.A.,3.25,,Domincan Republic
Zak's,"Madagascar, Batch 2",1578.0,2015.0,70%,U.S.A.,3.25,Trinitario,Madagascar
Zak's,"Peru, Batch 1",1578.0,2015.0,70%,U.S.A.,3.25,,Peru
Zak's,"Belize, Batch 2",1578.0,2015.0,70%,U.S.A.,3.5,Trinitario,Belize
Zak's,"House Blend, Batch 2",1582.0,2015.0,60%,U.S.A.,3.0,,
Zart Pralinen,"Millot P., Ambanja",1820.0,2016.0,70%,Austria,3.5,"Criollo, Trinitario",Madagascar
Zart Pralinen,UNOCACE,1824.0,2016.0,70%,Austria,2.75,Nacional (Arriba),Ecuador
Zart Pralinen,San Juan Estate,1824.0,2016.0,85%,Austria,2.75,Trinitario,Trinidad
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824.0,2016.0,85%,Austria,3.0,"Criollo, Trinitario",Tanzania
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824.0,2016.0,70%,Austria,3.5,"Criollo, Trinitario",Tanzania
Zart Pralinen,"San Juan Estate, Gran Couva",1880.0,2016.0,78%,Austria,3.5,Trinitario,Trinidad
Zokoko,Guadalcanal,1716.0,2016.0,78%,Australia,3.75,,Solomon Islands
Zokoko,Goddess Blend,1780.0,2016.0,65%,Australia,3.25,,
Zokoko,Alto Beni,697.0,2011.0,68%,Australia,3.5,,Bolivia
Zokoko,Tokiala,701.0,2011.0,66%,Australia,3.5,Trinitario,Papua New Guinea
Zokoko,"Tranquilidad, Baures",701.0,2011.0,72%,Australia,3.75,,Bolivia
Zotter,Raw,1205.0,2014.0,80%,Austria,2.75,,
Zotter,"Bocas del Toro, Cocabo Co-op",801.0,2012.0,72%,Austria,3.5,,Panama
Zotter,Amazonas Frucht,801.0,2012.0,65%,Austria,3.5,,
Zotter,"Satipo Pangoa region, 16hr conche",875.0,2012.0,70%,Austria,3.0,Criollo (Amarru),Peru
Zotter,"Satipo Pangoa region, 20hr conche",875.0,2012.0,70%,Austria,3.5,Criollo (Amarru),Peru
Zotter,"Loma Los Pinos, Yacao region, D.R.",875.0,2012.0,62%,Austria,3.75,,Dominican Republic
Zotter,El Oro,879.0,2012.0,75%,Austria,3.0,Forastero (Nacional),Ecuador
Zotter,Huiwani Coop,879.0,2012.0,75%,Austria,3.0,"Criollo, Trinitario",Papua New Guinea
Zotter,El Ceibo Coop,879.0,2012.0,90%,Austria,3.25,,Bolivia
Zotter,Santo Domingo,879.0,2012.0,70%,Austria,3.75,,Dominican Republic
Zotter,"Kongo, Highlands",883.0,2012.0,68%,Austria,3.25,Forastero,Congo
Zotter,"Indianer, Raw",883.0,2012.0,58%,Austria,3.5,,
Zotter,Peru,647.0,2011.0,70%,Austria,3.75,,Peru
Zotter,Congo,749.0,2011.0,65%,Austria,3.0,Forastero,Congo
Zotter,Kerala State,749.0,2011.0,65%,Austria,3.5,Forastero,India
Zotter,Kerala State,781.0,2011.0,62%,Austria,3.25,,India
Zotter,"Brazil, Mitzi Blue",486.0,2010.0,65%,Austria,3.0,,Brazil
